PROJECT	FILE	LINE NUMBER	HANDLER ID	HANDLED EXCEPTION	EXCEPTION TYPE	EXCEPTION ORIGIN	AUTOCOMPLETE	EMPTY
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1097	21	java.io.IOException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserView.java	400	22	java.lang.IllegalStateException	Unchecked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserView.java	414	23	java.lang.IllegalStateException	Unchecked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserView.java	666	24	java.lang.IllegalStateException	Unchecked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserView.java	674	25	java.lang.IllegalStateException	Unchecked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1244	26	android.content.ActivityNotFoundException	Unchecked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1433	27	java.lang.RuntimeException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1611	28	java.lang.RuntimeException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1615	29	java.lang.RuntimeException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1632	30	java.lang.Exception	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1785	31	java.lang.Exception	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1795	32	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SearchView.java	1806	33	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	194	34	java.lang.RuntimeException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	314	35	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	512	36	java.lang.RuntimeException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	564	37	java.lang.NumberFormatException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	574	38	android.content.res.Resources.NotFoundException	Unchecked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	612	39	java.io.FileNotFoundException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	607	40	java.io.IOException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	593	41	android.content.res.Resources.NotFoundException	Unchecked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	626	42	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	639	43	java.lang.NumberFormatException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	716	44	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\SuggestionsAdapter.java	751	45	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\view\MenuInflater.java	113	46	org.xmlpull.v1.XmlPullParserException	Checked	Library	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\view\MenuInflater.java	115	47	java.io.IOException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\view\MenuInflater.java	218	48	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\view\MenuInflater.java	235	49	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\view\MenuInflater.java	489	50	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\ActionBarSherlockCompat.java	1114	51	java.lang.Exception	Checked	Java	true	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\ResourcesCompat.java	176	52	java.lang.Exception	Checked	Java	true	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\ActionBarView.java	198	53	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\ActionBarView.java	213	54	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\CapitalizingButton.java	46	55	java.lang.NoSuchFieldError	Error	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\CapitalizingTextView.java	39	56	java.lang.NoSuchFieldError	Error	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\IcsAdapterView.java	574	57	java.lang.ClassCastException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\IcsToast.java	56	58	java.lang.ClassCastException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\PopupWindowCompat.java	47	59	java.lang.NoSuchFieldException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\widget\PopupWindowCompat.java	114	60	java.lang.Exception	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\view\menu\MenuItemImpl.java	161	61	android.content.ActivityNotFoundException	Unchecked	Android	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\Animator.java	202	62	java.lang.CloneNotSupportedException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\AnimatorSet.java	952	63	java.lang.CloneNotSupportedException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	411	64	java.lang.NoSuchMethodException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	387	65	java.lang.NoSuchMethodException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	516	66	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	518	67	java.lang.IllegalAccessException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	542	68	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	544	69	java.lang.IllegalAccessException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	582	70	java.lang.CloneNotSupportedException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	603	71	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	605	72	java.lang.IllegalAccessException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	824	73	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	826	74	java.lang.IllegalAccessException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	960	75	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\internal\nineoldandroids\animation\PropertyValuesHolder.java	962	76	java.lang.IllegalAccessException	Checked	Java	false	false
jfeinstein10 SlidingMenu	D:\Desenvolvimento\Projetos Github\running\jfeinstein10 SlidingMenu\library\src\com\jeremyfeinstein\slidingmenu\lib\SlidingMenu.java	638	1	java.lang.Exception	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\AnimatedSelectorFragment.java	33	1	org.xmlpull.v1.XmlPullParserException	Checked	Library	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\AnimatedSelectorFragment.java	33	1	java.io.IOException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\GifLoadTask.java	51	2	java.lang.InterruptedException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\GifLoadTask.java	53	3	java.util.concurrent.ExecutionException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\GifTexImage2DFragment.java	89	4	java.io.IOException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\TexturePlaceholderFragment.java	38	5	java.io.IOException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\sources\GifSourcesResolver.java	94	6	java.io.IOException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\sample\src\main\java\pl\droidsonroids\gif\sample\sources\GifSourcesResolver.java	110	7	java.io.IOException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\android-gif-drawable\src\main\java\pl\droidsonroids\gif\GifDrawable.java	459	8	java.io.IOException	Checked	Java	false	false
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\android-gif-drawable\src\main\java\pl\droidsonroids\gif\GifInfoHandle.java	62	9	java.io.IOException	Checked	Java	false	true
koral-- android-gif-drawable	D:\Desenvolvimento\Projetos Github\running\koral-- android-gif-drawable\android-gif-drawable\src\main\java\pl\droidsonroids\gif\GifTextView.java	137	10	java.io.IOException	Checked	Java	false	true
